,Sentiment,Tweet
1380,negative,@razzberrie wha so now its 4GB! yay! haha no more laggy computers! but my mba cannot upgrade 
1381,negative,@defsound aawwwww i know what u mean. iv never been that girl with a sense of humor 
1382,negative,@zaibatsu ME...I'm up.  
1383,negative,was super lucky to get a seat on the train. We pay ï¿½40 for this 25 min journey. 
1384,negative,@Coyoteontherun Bet I-  Oh wait Mac?  No prolly not. 
1385,negative,"My navel piercing tore a bit when I was forcing my dog into the bed of my truck.  MY FAULT, I know.    It looks to be healing.  Yay!"
1386,negative,"wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!"
1387,negative,Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... 
1388,negative,"Today's episode of &quot;House&quot; (Episode, Simple Explanation) was so heartbreaking. "
1389,negative,I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin 
1390,negative,@tpaw wooo yeah! Sorry to hear you missed out on Origin tickets 
1391,negative,Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!
1392,negative,I need some selsun blue...pretty sure i have a small spot of haole rot 
1393,negative,I think im coming down with something. 
1394,negative,re newing my twitter 
1395,negative,@lindseyviloria about that... I am gonna be in mexico 
1396,negative,@sweetlyaroundme ps I woke up this morning and I cant access any websites!  or I havent cleaned my computer completely
1397,negative,"Hates hearing his girl being ill, nothing I can do though "
1398,negative,"@SteveDiamond I know they have trouble, but I never heard a thing. I had MANY recommendations from MrTweet. "
1399,negative,@ScarlettDane no  mary &amp; i were going to go dress shopping tomorrow.
1400,negative,@NoelClarke Good morning you. Stop ignoring me just cos i said i like *cough* Take That  Am very sad now..boo hoo!
1401,negative,Feeling light headed and gross 
1402,negative,thanks chaffie... thousand apologies. please fogive me 4 i have sinned. 
1403,negative,"@ItsChelseaStaub Goodnight, Chels. And sorry about the major layout-delay.  &lt;3"
1404,negative,"@Coll_aka_Aubrey Oh, you were joking? Well now I'm crushed! I was totally gonna stand in the middle of a field and wave my arms! "
1405,negative,Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat 
1406,negative,@HolyJaw all in the middle if the night. I've committed myself to installing windows 7 with boot camp but I'm already having issues 
1407,negative,"@RedGray Ah man- so sad, his cousin committed suicide yest and she was 8 months pregnant  - can you imagine... we been crying non stop... "
1408,negative,damn its down. 
1409,negative,Megan equals Murder. 
1410,negative,poor Sandra Cantu. My heart goes out to her family and friends. Rest in Peace Little One! 
1411,negative,morning all. v. groggy this morning.... 
1412,negative,I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing 
1413,negative,Why oh why do I watch videos of people dying RIGHT BEFORE I'm going to sleep? 
1414,negative,why luke worral doesnt have twitter? 
1415,negative,@Dynoisthename haha you better watch those two. They might actually kill each other. 
1416,negative,twitter is a lot less interesting since cute people suddenly stopped flirting with me 
1417,negative,My stomach is feeling satisfied now......been starving for 2 hours. 
1418,negative,is very disappointed. 
1419,negative,"I nearly spoiled myself for House, did just a teeny bit, saw a name, but then it went away via link.  I won't be terribly surprised now.  "
1420,negative,@marlonjenglish 
1421,negative,@kittCAT8 ya i was basically screwed. just rewrote it  i will seriously go with you if you want! i dont know anyone else who wants to goo!
1422,negative,@LRon_Jaii LMAOOO mornin baybeeee. Don't lie?! A peaceful journey?! My train is straight boring  not even a hooded teef in sight.
1423,negative,I wish I had someone to talk to. I'm so upset.  no one likes me anyway
1424,negative,@Willie_Day26 hommmmeeworrkkk  boooo hope you fellas had a good night
1425,negative,@Japh I wish I'd known that there were more tickets earlier. Rang this arvo - one left but Amy would end up sitting alone. Sigh  Too Hard.
1426,negative,"woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote "
1427,negative,"WHF?? T:SCC killed Derek Reese (Brian Austin Green), I actually liked that character! "
1428,negative,equinux.com just crashed safari tks you! 
1429,negative,&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation 
1430,negative,"8:00am typical British morning. Cold, wet, road full of miserable angry drivers..... good times! I need a holiday "
1431,negative,"really now, time for sleep.  dreaming of my city, more tattoos, and other great things.  waking up to early morning sociology "
1432,negative,"Just bought Sour gummi worms, peach gummi O's, and cheeto puffs... AND a 44 ounce soda... I'm such a fat ass  Had a huge dinner too."
1433,negative,"@Tubeyornot2B you and me both. I thought I found a tweetheart, but I guess not.  so the search continues.. :-\"
1434,negative,"@Pixie_Anna scroll back a few hours, you missed a whole lotta Jon "
1435,negative,@CyFyre no   finished two years then had twinzzzzzzzzzzz
1436,negative,Missed #24 and #the hills  now I have to catch up tomor.. But I have Real Housewives ugh I need to figure out my priorities
1437,negative,"Oh, and it's officially my birthday. Happy 23rd birthday to me! *looks around* Yet no one is here to wish it to me  Erik's in bed."
1438,negative,Needs the motivation to get dressed and go to work I hate training 
1439,negative,Didn't make it by here today.   They are saying we will have snow tomorrow. WTF?  It is Tennessee.  It doesn't even snow here in winter.
1440,negative,I just had two people stop following me 
1441,negative,Tried to fix hubby's computer. It didn't come with disks and now windows key won't work.  might have to buy it (like we can afford that)
1442,negative,@V3events  no way!?  Ur at a game right now!? 
1443,negative,It seems that Twitter lost some updates yesterday - again!!  #twitter #fail
1444,negative,my paronychia hurts 
1445,negative,http://twitpic.com/2y4vn - remember these days? neither do i. siiiiike. i miss my old body  someday soon u shall be miiiiine.
1446,negative,back @ work. Had a bad start of day almost falling down the stairs  Not enjoying work yet...
1447,negative,i &lt;3 CIGS..RIP 
1448,negative,"i'm up, so much paperwork to do today. `n i'm kinda getting sick  not fun"
1449,negative,Just did 5km on the tready and want to die... I'm not built for running... 
1450,negative,@un1xnut if only I didn't work an evening/night job 
1451,negative,Need's help with this anxiety crap 
1452,negative,@CHASEBOOGIE lol dont ask i was being nice given a ride shit started bar b cueing on the freeway  lmao i been had mine ready
1453,negative,"@azraeel Got home after 10 in the end, back in for a 9am start aswell "
1454,negative,throat is so raw she cannot sleep....  
1455,negative,// :T I just asked my friend what piglet was (winnie the pooh.) ....seriously guys what is it 
1456,negative,i burnt my tongue on miso soup today 
1457,negative,had the worst dream abt some turd face ex.. ugh. it was awful. 
1458,negative,Longing to own a sewing machine! My Birthday is too far away! 
1459,negative,I havent slept a wink... Severe Insomnia... Arghhhh... Why!!! 
1460,negative,@TerryFree Lol byeee time to go 
1461,negative,"@Skunkie Sorry, I guess sarcasm is hard to show in 130 characters.  "
1462,negative,"just microwaved a kashi chicken and spinach thing, and put in the Milk dvd. anyone seen it? i bet it's good. i still havent seen slumdog "
1463,negative,Just got up i have to watch my lil' bro's ... Mom is at work 
1464,negative,oh god one of the teachers here gave me a rotten gogoma to eat.. and i'm so hungry i'm trying to eat around the bad parts  HAHAHAHA
1465,negative,Still a got headache  . Getting ready for work
1466,negative,"has to flip his lifestyle around, goodbye to sleeping in  and hello work at 6am!"
1467,negative,@EvilUnicorn will do  &lt;3
1468,negative,"@honeyortar the hinge broke  it works, just doesn't open smoothly and it's pissing me off. I dunno I'll see if it can be fixed first."
1469,negative,Damn it. I hate this stage of the breakup process. I miss the boy.  We had just fallen in love. DAMN IT. WHY???!!!  Poop.
1470,negative,@rachaelyamagata You were amazing Rach! Thank you for the music! I waited outside but you never showed up!  There's always the next album!
1471,negative,@Nightwyrm no not yet 
1472,negative,i ate so many cookies that I think I'm hallucinating... 
1473,negative,i don't wanna go to work i wanna go to bed! 
1474,negative,So much for th paper.  i just woke up from my nap 
1475,negative,@rampantheart can do everything except add a twitter field in the comment.. 
1476,negative,"I found my MADDEN '08!  in '09  ...oh well, I say Old is New Again!"
1477,negative,is missing his favourite friend 
1478,negative,@BrandzHD TAKIN A BREAK FROM THE CLUBS PLEASE DONT TELL ME WHERE U AT 
1479,negative,"I don't want to talk to advisors, they don't advise, the judge your arse off "
1480,negative,down to 2 packs of moroccan mint tea...and a whole truckloads of kenyan tea. 
1481,negative,@idolette @marissatastic - I'm so sad about the House episode tonight  but bigger &amp; better things (damn that Taub LOL)
1482,negative,@choclatdrop404 he's not paying me any attn 
1483,negative,@shalinique For saying 2 may change up ur twitter game I like u just the way u r on here 
1484,negative,@Gen_Marie  I hope we can fix you in California at least.....
1485,negative,@oishiieats 
1486,negative,I'm Not There is on HBO in 30 minutes! Got excited then remembered I should get some sleep tonight. And why is it not on again soon? Sad 
1487,negative,Too tired to leave bed. 
1488,negative,@adreamforsteph ok House was sad. 
1489,negative,"ooh...hungry... before anything creeps out of the kitchen with legs...and/or arms...*attacks fridge* ah, cold chicken how exciting "
1490,negative,@junebugg15  I had to super glue my shoe!! Lol
1491,negative,owwwwww!!!  What a doozy of a headache.  2 tablets later and it has only taken  off a slight edge 
1492,negative,Only two more days until holidays! All my friends are in public schools so we can't hang out on Thursday  THEN DISNEYLAND OMG.
1493,negative,Finds her mom rly annoying. I need to detox and do an H2O day. My skin is shitting. 
1494,negative,I'm off to bed... way to late... will likely be a sac a shit at work tomorrow.  
1495,negative,"@ylizabeth because you died, and i never see you. "
1496,negative,@kcarruthers I'm only 540 years old in pixie years. 
1497,negative,body clock still up the chuffer..note never ever stay up late again -also afro is back 
1498,negative,stupid thing wont let me get into my old twitter page so i had to make a new one 
1499,negative,I am soooo tired @ work 
1500,negative,Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Would Come Back Here Na! ) xxxx
1501,negative,@kristinfinley ur phone and its breaking disease has spread to my phone it doesnt ring any more  just flashes agh only one moth till a ...
1502,negative,won't be doing the Frank Morgan race 
1503,negative,@CHRISDJMOYLES I'm not excited as I live in Wales 
1504,negative,"blahhh, my throat is sore &amp; i keep coughing. i hate being sick "
1505,negative,"I'm sitting up, unable to sleep "
1506,negative,"Motivated to sleep, but I'm feeling quite icky. "
1507,negative,"Oh dear, all the pups died 1 by 1 last night, perhaps it was because Princess rejected them "
1508,negative,I am going to be 30 in a month...  Ugh 
1509,negative,3 in the morning and I can't sleep. 
1510,negative,"@scarletjac thanks, I know that video is harrowing, especially the last 2 minutes  I must admit I cried"
1511,negative,"Just wrote a 2 pg paper n 30 min, studied n now off 2 bed. Gotta wake up n 3 hours. OH JOY!  Nite all!"
1512,negative,beginning to enjoy lazy town - oh dear 
1513,negative,or should i say my brain needs to optimise my neural search pathways to find my muscles again 
1514,negative,I cried when I heard the girl from Tracy was found today. It was soooo sad   May god bless Sandra Cantu.
1515,negative,@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday 
1516,negative,Had a moment with run fatboy run 
1517,negative,"haven't even had time to twitt theese last few days, insane! "
1518,negative,"@Wyldceltic1 oh man, it was the most sad ever. "
1519,negative,Twitter woke me up 
1520,negative,@SpazMoraz get up lady! See you in work ... Boohoo 
1521,negative,Something got into my eye...now its itchy. aw. 
1522,negative,@mrskutcher I was just thinking that today - how deprssing it all is!  Makes us appreciate life more.
1523,negative,@keelybin Ermmm not really. It's hearing the dreaded alarm clock 
1524,negative,@cannibaleyes I as bowling and the shit ripped 
1525,negative,"@EIsie Mate that's rubbish  10pt hug. Tom covered in spots and obviously not happy, but Doc says it's nothing 'bad'. Tell that to Tom..."
1526,negative,@Warlach Curse ye!! Have fun at it. I miss doing online PR for Paramount Pics 
1527,negative,"ugh, just read on #CNN that they found the Cantu girl's body in a pond near their home. How terrible for her family "
1528,negative,Can't sleep. It's 2:05am--Ugh!!! I'm not even sleepy 
1529,negative,"How sad, I did not know Andy Hallet died  http://tinyurl.com/dhq7xv"
1530,negative,... or so I thought....  
1531,negative,"@markress understand that, we are all busy. I can only tweet after work. "
1532,negative,@samsungimaging better get your auto feature ironed out. that blast of advertisements was nothing less than industrial strength spam! 
1533,negative,"@TexasVegetarian Oh, God, ow.  That must have hurt like a bitch.  "
1534,negative,"Up and showered, now to get dressed for the late shift lollypop "
1535,negative,@GillianMe Yeah he was 
1536,negative,"really now, time for sleep. dreaming of my city, more tattoos, and other great things. waking up to early morning sociology "
1537,negative,@dougiemcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset lol..a msg would make up 4 it!
1538,negative,Good morning... I wish the weather was as good as in Germany today 
1539,negative,I wish we had a Dunkin Donuts in Holland  Today my moms back from Japan. Can't wait to see her!
1540,negative,Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;)
1541,negative,right got a stinking headache but I need to run I'm not a happy bunny 
1542,negative,"sorry, I should say that this vid hits you hard, please beware the last 2 minutes especially  http://www.youtube.com/watch?v=EUJSME0TORw"
1543,negative,Wondering why gamebattles is down  http://bit.ly/qZuUY
1544,negative,Too much traffic on the A2  Can't wait till all 10 lanes are ready ... 2010?
1545,negative,slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards 
1546,negative,Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... 
1547,negative,Ok wonder why twitpix isn't an option for this new phone I got?! I can't win! I'll leave the photos to my cuz I guess... 
1548,negative,they usually make me Zzzz... but not today 
1549,negative,My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. 
1550,negative,"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive."
1551,negative,@thecampingforum if the forcasters are to be believed we'll be lucky of it lasts till this afternoon 
1552,negative,@babybazooka i do too...but it's hard 
1553,negative,"@CherylTheLibr_n Thanks for the Rebuilders/Rebuilding tip.  She's trying to help her mom thru a divorce, and herself thru a breakup.  "
1554,negative,Left head phone has died this morning. 1 head phone to keep me company on my journey 
1555,negative,@meganh93 same it has been drizzling all day  if u are going to rain might as well pour.
1556,negative,i cant sleep ugghhh 
1557,negative,just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!
1558,negative,"New iphone, yay! Not restoring backup, no!  Stupid apple."
1559,negative,"A few catering gigs, very cool, getting ready for the normal week.  Working on Easter.  "
1560,negative,i cant sleep 
1561,negative,"@hamporter I always walk by the annex hoping to see you, but instead I get the Nguyen family "
1562,negative,Know exactly how you feel man  re: http://ff.im/1XTN7
1563,negative,im yellinq at ma mummyy  !! lol .. she is ANGRY AT MEE  !! 
1564,negative,"I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK "
1565,negative,@CandiceNicolePR I haven't heard from you in while 
1566,negative,Still doing homework. 
1567,negative,@ShannaMoakler I'm afraid to fly too. I straight up REFUSE to get on a plane. It sucks because it REALLY limits where you can go 
1568,negative,Tony has changed so much. Why did he have to change? 
1569,negative,"Feeling a bit better today, at least I can walk. I have NO idea what happened yesterday. On my way to school now... Ugh... "
1570,negative,Just about to leave for another exciting day at work 
1571,negative,"@christieeee Aww, I'm so sorry dearyy "
1572,negative,Fuck la circulation ce mat1 
1573,negative,"Can't belive it.. We're home!! So sleepy 4 hrs today..  in Round Rock, TX http://loopt.us/GEtn1w"
1574,negative,I'm at disneyland again Ahaha! And i'm sad the pineapple stand is closed... I have 3 dollars 
1575,negative,"Ok... so 2 hours into the self imposed shopping ban, and i am already aching for a shoe fix...this is going to be harder than i thought "
1576,negative,My whip cream is melting 
1577,negative,I was woken up by my mom. now i cant get to sleep. 
1578,negative,"Lonely bed, no husband. "
1579,negative,"Why is it that I have 46 followers, none of whom acknowledge me? "
1580,negative,Stupid m&amp;ms make my stomach hurt 
1581,negative,Best monday ever. Missed gossip girl.  Oh well. Spent time with BFF today! Wonderful Night! xoxo
1582,negative,@pilvlp My luck I'd probably get stopped by a cop or something stupid!  
1583,negative,Sitting at home and im very bored   keep hearing really weird noises downstairs. Kinda creepy
1584,negative,Let us know how he's doing ok? 
1585,negative,"@Kailuh Dis guy was talking about his brother's cock, and thats all I feel like talking about   EWWW  You can figure out the rest."
1586,negative,my birthday today. feel so old 
1587,negative,@Amelia_Torode Have fun shopping ... but bear in mind the horrible forex truth  http://bit.ly/kHBN  
1588,negative,ok my TWEET PEEP i must head to bed now...Got to take a test in Law tomorrow  ...is it summer yet?  anyway much love and HUGGERS
1589,negative,working on my lab report that's due 2359hr tonight. 
1590,negative,I am awake now because of twitters! I was just dozing off. . . 
1591,negative,"@jillglavan soooo disappointed your T.I. party is when I leave for Vegas. I was so jacked up when you first talked about it, now nothing "
1592,negative,"@runawaystarling unfort, msn is a douche and a half to me "
1593,negative,i have to butting poop again 
1594,negative,@oinker_aida i agree! 
1595,negative,all these crazy pollen trees in Washington state are making my sinuses go crazy 
1596,negative,Stupid 3 year project! feels like you've conquered something then you realised it's only 1 year down 
1597,negative,@jdpeterson  hope you feel better. why cali?
1598,negative,I need to go out but I am so lazy. 
1599,negative,@laurenlenewx awww i'm sorry 
1600,negative,Woo for three pages down and seven to go...why in heck do I procrastinate!  Goal #1 for Grad School DO NOT WAIT!!!!!
1601,negative,"morning all. So tired today, should've stayed in bed "
1602,negative,off to town. forgot to charge my phone so don't think it will last all day 
1603,negative,why must I be awake at this untimely hour 
1604,negative,"i dont want to go to school tomorrow for an exam, after having one and a half weeks off "
1605,negative,"@Kal_Penn The thing that sucks the most is that you were the one I was most excited for, even before I knew who the final team would be. "
1606,negative,I can't sleep.  It's too windy and scary out.
1607,negative,@darylsws kids are on holidays 
1608,negative,summer camp or summer school?? Both are boarding lol. 
1609,negative,after 2am and i'm still sniffling and sneezing. can't sleep. morning is going to come way too early 
1610,negative,these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now 
1611,negative,"Oh no!!!!!!!!!!!!! @AzPPA just sent email for State convention...May 17-18 &amp; there was Papyrus all over it. Sad, b/c I wanted to attend! "
1612,negative,@pelf81 but work is demanding for so much more 
1613,negative,watching greek. cant believe its the last day ill see you guys.  june 20.... ahh.
1614,negative,Is back at the cabbins  Ew!
1615,negative,terrified by the news from Italy  http://tinyurl.com/dhdpne
1616,negative,@lili_marlene Ohh that sux 
1617,negative,@brainiacmathew i know!  and im on spring break
1618,negative,is extremely hungry 
1619,negative,It's going to be a loooooooooooooooooooooooooooooooonnnnnnngggggggg night at work 
1620,negative,@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone 
1621,negative,"@dark_butterfly Not just you. I thought he looked paler, too  Probably from drama filming. Jun looks healthier than ever, though."
1622,negative,.. sad to hear about the discovery of the little girl from Tracy. Her poor family 
1623,negative,just what am I supposed to think? 
1624,negative,Why do I keep working for places that DON'T do the Cycle2Work scheme. 15% disc at Halfauds is good enough. 
1625,negative,"In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  "
1626,negative,at wye river.. It's really cold! This internet is really expensive 
1627,negative,Jammed my finger and it hurts really badly. 
1628,negative,DAMN- my PC has COMPLETELY given out  this sucks ...
1629,negative,I just let my EverQuest 2 subscription lapse. Just don't play it anymore. Don't have the time 
1630,negative,"had a flu shot at work, now my arm hurts "
1631,negative,@heidimontag I love the hills but I missed the show tonight 
1632,negative,@JesMayhemWA Still trying to sell the prelude? 
1633,negative,"@katsun At this point, I'm trying to remain optimistic that it won't be as delayed as Live365 but it's getting harder each day "
1634,negative,Twitter is down? 
1635,negative,@Kal_Penn OMG I am so mad! You were my favorite character  I'll miss 'you'
1636,negative,Wishes David Cook was coming to phoenix  trying to figure out a way to get to San diego on June 18th to see him.... I'm obsessed
1637,negative,ill make fresh start.. i promise...    xtra sad puppy face...
1638,negative,"A beautiful morning - the sun is shining, the birds are singing, I've just been playing Mousetrap with the kids... damn, now work "
1639,negative,"@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments "
1640,negative,@thisisguan 
1641,negative,"Tuesday is a raining day, again "
1642,negative,Has a huge headache but gotta go to work 
1643,negative,"@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus. "
1644,negative,Still feel feckin arseholed...a sign of old age me thinks 
1645,negative,"@SukottoXD I saw ice in the rain today. Not quite snow, but frozen water, nonetheless. "
1646,negative,@charp I was being all nerdy &amp; thinking they could help me with my Metropolitan Area Network 
1647,negative,tired but cant sleep............. 
1648,negative,@JBeauty lol   GOODNIGHT
1649,negative,I'm laying in bed facing the wall and trying to relax but I'm hearing so many things plus the air conditioning sound is so louad 
1650,negative,Someone needs to give this baby a home!!! I would but it's a bit too soon  http://tinyurl.com/dzbppd
1651,negative,In bed. Finally!  Long day tomorrow 
1652,negative,Cant sleep. Ugh. If this is going to be a trend i.ll need to find something to do with my wakeful night hours. Read? Learn a language? 
1653,negative,Airlie is  sick   and now Mason is sick Too. He is going to miss his school disco 
1654,negative,Our trip has been canceled. See the latest blog post for info  http://kiwinova.blogspot.com/
1655,negative,Just saw 1 little and 1 huge stingray in foot-deep water off catseye beach at low tide. No turtles yet.  
1656,negative,Have to update my picture cos I look old and fat.  Oh I am old and fat  playing badminton is not working on weight 
1657,negative,Just saw some snow flakes 
1658,negative,"lol, honeybaby, i sound like a ny-quil commercial. that word only looks right with a green background. i want to sleep but i can't "
1659,negative,"Feeling soree, bad idea to go running when your sick "
1660,negative,T___T need more sleep but my body wont let me  so i will draw instead  &lt;3
1661,negative,"@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults "
1662,negative,@vanidosa27 What's wrong? why do you need an inhaler? I didn't even know you were sick  Hope you start feeling better
1663,negative,"@eri74 Goodmorning!  hahaha, let me guess .... CB? hahaha me not "
1664,negative,"Doesn't know why, but is feeling very down. And a trip to the gym didn't help "
1665,negative,Computer/internet is hating me tonight... I swear. And I can't find my USB cord for my sidekick 
1666,negative,Taking Angus for a check-up today. I always quietly dread it but this time he's poorly so I know the lung function tests will be crap. 
1667,negative,@grahamcracker  If only you were working in the Melbourne Victoria Police Department or the Melbourne City Cabs. 
1668,negative,doing homework...  
1669,negative,has realized that twitter is getting more attention from her mama then she is....hahaha  LAME!
1670,negative,"@m0nkfish Eww. Hershys kisses are ok, but not amazing "
1671,negative,whoa im super hungry  Life cereal w/granola &amp; raspberries is calling my name
1672,negative,wants to go to easterfest 
1673,negative,Really let down by gossip girl...it's all I have to make my Mondays good and all they give are reruns... 
1674,negative,am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work 
1675,negative,"@sunky being a grown up is horrid, isn't it "
1676,negative,@SEAF2009 I am strongly considering improvising. I missed last year I was so sick. 
1677,negative,@innocentdrinks COKE!? 20% minority stake? Really? Not April Fool? Can you give it back? So depressing. You were a favourite brand. Sad 
1678,negative,has just said goodbye to her hubby who is off globe trotting away 
1679,negative,@ChauV I has so many things to do 
1680,negative,@bkGirlFriday dude it snowed here today...cant imagine the weather in hawaii right now 
1681,negative,"updating my myspace profile, i need more followers coz its a bit sad only to have one "
1682,negative,"when you read my updates, blogspot, bulletin on myspace, etc. You could just figure it out on your own. I don't care "
1683,negative,@thelmarockz thelma I can't see shiz I see blank and me and u comments 
1684,negative,"Back at :work, have to go to ::Zeist in a minute. But want to stay here to do some work "
1685,negative,I thought you could buy Silent Hill for the PSP on the PS Store? I can't find it anywhere? 
1686,negative,Doing my taxes. Not in the best mood because of this 
1687,negative,I am not a fan of sleeping alone  baby boo
1688,negative,"I NEVER THOUGHT THAT I COULD  HATE SOMBODY, BUT I REALLY HATE YOU ï¿½TOBE D....ï¿½, I ONLY GAVE YOU ALL OF MY LOVE AND YOU  PAY ME SO BAD! "
1689,negative,@tommcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset ='( lol..a msg would make up 4 it!
1690,negative,Going to sleep now. Johnny just died on the OC. 
1691,negative,again with the fucked sleep... ive decided to go do homework instead 
1692,negative,@OscarTG Morning. No sun here unfortunately 
1693,negative,I need a holiday  only one day off this year.
1694,negative,@stephenkruiser sorry to hear about your dog. 
1695,negative,@trash_kitten  solution will be found!
1696,negative,Got to do Spanish revision today 
1697,negative,has a cold from playing outside yesterday 
1698,negative,why does stik-o have to be chocolate?! 
1699,negative,I need SIMS 3. Gaah! 
1700,negative,is listening to an awesome song but i dnt no the name but i wanna upload it on limewire!!!!! 
1701,negative,@Linda_James Im not a morning person! Never have been  prefer the night!
1702,negative,"@smaffulli correction: they don't tell you, but a cert. is there. How you can use it is a different matter, and without Win yet another! "
1703,negative,"@ktml I think its iTunes fault I cant download it on my Mac now &quot;store busy&quot;   if you got it, anything awesome in the camerakit update?"
1704,negative,@KateriH How was the TJ dinner tonight? My freezer melted down. 
1705,negative,@martiy ouchies.    have a good day .......and goodnight @SuperTim.
1706,negative,@geoffmartinez youre going to be in mexico on easter?  why?
1707,negative,Early Twitter Buzz: Star Trek Has Secret Premiere in Austin - http://is.gd/r9vr Holy crap! Wish I was there... 
1708,negative,i think i'm getting sick.  
1709,negative,happy birthday jaime. loveyou&lt;3.     ...officially screwed right now. midterm. quiz. 2 projects. and 300 page book. shoot me. please. 
1710,negative,revising my essay and talking to my hubby on aim 
1711,negative,"@LizDinkel lol, I figured as much...but you never know. We don't talk anymore, maybe you became easily offended... "
1712,negative,"traffic not as bad as normal, so super early for meeting "
1713,negative,yo that was hella weird my twitter got deleted 
1714,negative,They don't get hyphy on the east coast  ...even to E40
1715,negative,"Perfectly ripe and fresh banana goes in the bag.. Arrive at office, it looks like it has been hit by a freight train. Poor banana "
1716,negative,home. mc. bored. missing him. who? him  sigh. im bored. tadi exam &amp; was okay. thursday lagi exam. gaaaaaaaaaaaaaahhh!
1717,negative,rufus rufus rufus! Bloody Brillaint!!!! Shame my mum is such a miserable crab or i could liten to him while i work 
1718,negative,me and @maddeh are so in sync that both of our stummics hurt right now 
1719,negative,studying commerce  how am i suppose to remember so much????
1720,negative,....it's just fever... 
1721,negative,cuz like troybolton is the hottiemcsuperbob. omfgz. my nail buds  - cries -
1722,negative,"Arghh! My hands are itchy!! Could it be that on top of my 'alergy' to beef, I also cannot eat chicken no more?? "
1723,negative,I cant sleep. Missing the person I love most for the past 7yrs of my life. If only... 
1724,negative,Time to get me ass in gear and start the day 
1725,negative,Should really go to sleep so i can get up early tomorrow (well today now) 
1726,negative,Fairly certain I have the flu. 
1727,negative,I'm going to put myself out of this misery and go to freakin bed.  Ugh 
1728,negative,is again in the math lab 
1729,negative,i don't wanna leave CO! 4:15 am is coming too soon!! 
1730,negative,"@brightillusions  only one to fill that position. They've just tightened our borders or something  Which sucks, I want you to move here!"
1731,negative,"Where the magic happens every month LOL Sophia did a terrific job, as usual! What am I gonna have for dinner?  http://twitpic.com/2y5bz"
1732,negative,@jmielcarz send some of that warmness my way.... it's cold 
1733,negative,Power to levitate?.... still negative. 
1734,negative,Trying really hard not to get sick from all of the stuff I just took to get rid of my cough. 
1735,negative,back from the casino a big fat loser! 
1736,negative,Even a four day week seems too long  I want to stay in bed!
1737,negative,@theajp Glad you enjoyed it mate. Any more gigs lined up in the near future? None on the horizon for me at the mo 
1738,negative,isnt feelin 100% 2day 
1739,negative,going to watch julian play bball. i want phoebe 
1740,negative,@DuncanMacrae hmmm well good luck with that.....  
1741,negative,just got a denied letter from bazaar bizarre. sad. i was looking forward to a road trip to be a vendor there 
1742,negative,Now even more annoyed with Bones. I would have preferred the gratuitous grossness. Poor Angela 
1743,negative,"@OnlineMigration me too!, although im still going  hehe"
1744,negative,I am layin in bed @ 3am cos my tummy is beatboxn so bd so I hd 2 wake up. can't eat. Unburnable calories nt gd for my &quot;abs&quot; I am hungry! 
1745,negative,Bed... Work in am 
1746,negative,No rain please 
1747,negative,@gabysslave thanks - you too! I have an essay to write 
1748,negative,"Fuck! Len Wein's house caught fire earlier today. The family is safe, but they lost their dog. "
1749,negative,thinks factorial designs are going to be the death of my test &quot;A&quot;.  Who comes up with this confusing &quot;mathy&quot; stuff?  Ugh 
